,shop,1st,location
2203,신암편의점,1,부산 금정구 남산동 225-13번지
2204,신우운동구,1,경남 사천시 사천읍 평화리 231-13번지
2205,신천대로점,1,서울 송파구 잠실동 175-12번지 CU편의점내
2206,신천하명당,1,충남 예산군 예산읍 발연리 324-2
2207,신탄복권방,1,대전 대덕구 목상동 866-3
2208,신화복권방,1,서울 강동구 길동 347-6111/1
2209,신흥엑스포쇼핑,1,인천 서구 가좌동 192-86
2210,심마니대박복권방,1,충북 충주시 교현동 615-1
2211,심봤다복권나라,1,대구 북구 침산동 826번지
2212,싱싱마트,1,경기 이천시 부발읍 신하리 481-1
2213,쌍굴다리슈퍼,1,경기 부천시 원미구 춘의동 210-1번지
2214,썬,1,전북 전주시 덕진구 우아동3가 747-9번지
2215,썬마트(충주연안점),1,충북 충주시 연수동 716-1번지
2216,쎄븐타임,1,서울 용산구 효창동 5-219번지 1층102호
2217,씨스페이드(수성점),1,대구 수성구 중동 133-3
2218,씨스페이스 구미옥계 대박점,1,경북 구미시 옥계동 545번지 씨스페이스 내
2219,씨스페이스 신대방역점,1,서울 관악구 신림동 518-3
2220,씨스페이스(다대제일점),1,부산 사하구 다대동 820-12번지
2221,씨스페이스(대림점),1,서울 영등포구 대림동 993-57 1동 9호
2222,씨스페이스(대흥상아),1,대전 중구 대흥동 95-6번지
2223,씨스페이스(덕천점),1,부산 북구 덕천제1동 379-27번지
2224,씨스페이스(만촌희망점),1,대구 수성구 만촌동 1327-14 씨스페이스 만촌희망점
2225,씨스페이스(삼계가야점),1,경남 김해시 삼계동 1462-9번지 102호
2226,씨스페이스(상인점),1,대구 달서구 상인동 1552-4번지
2227,씨스페이스(석적 남율리점),1,경북 칠곡군 석적읍 남율리 1075
2228,씨스페이스(숭인2점),1,서울 종로구 숭인동 178-89
2229,씨스페이스(신서혁신점),1,대구 동구 각산동 1033-3번지
2230,씨스페이스(유성봉명),1,대전 유성구 봉명동 546-4번지
2231,씨스페이스(주안1-2),1,인천 미추홀구 주안동 224-1
2232,씨스페이스(중동점),1,경기 부천시 원미구 중동 1152번지 상록쎈트럴 109호
2233,씨스페이스(코엑스점),1,서울 강남구 삼성동 159번지 H115
2234,씨스페이스(흑석중대점),1,서울 동작구 흑석동 52-1번지
2235,씨엔에스,1,대구 서구 비산동 1840-1번지
2236,씨유 개화산역점,1,서울 강서구 가양제1동 759-1
2237,씨유 대전반석역점,1,대전 유성구 반석동 637
2238,씨유 목포세진점,1,전남 목포시 보광동3가 4-10번지 CU편의점
2239,씨유 송도점,1,인천 연수구 옥련1동 540-4 1층 CU
2240,씨유 송파푸르지오점,1,서울 송파구 문정동 620 153호 CU편의점
2241,씨유 수내트라펠리스점,1,경기 성남시 분당구 수내동 10-1번지 삼성트라펠리스108호
2242,씨유 영주 가흥대로점,1,경북 영주시 가흥동 1821 CU가흥대로점
2243,씨유 용현보훈회관점,1,인천 미추홀구 용현3동 450-177
2244,씨유 자이중앙점,1,서울 서초구 반포동 20-45
2245,씨유 지저동,1,대구 동구 지저동 761-48 1층 CU편의잠
2246,씨유 트윈시티,1,경기 고양시 일산동구 식사동 670-28번지 외1필지 풍산트윈시티1동113호
2247,씨유(CU)연산오렌지점,1,부산 연제구 연산동 729-1번지 CU편의점
2248,씨유(거창대동점),1,경남 거창군 거창읍 대동리 702번지
2249,씨유고현점,1,경남 거제시 고현동 206
2250,씨유인천선학점,1,인천 연수구 선학동 357-1 104호
2251,씨유제주구남중앙점,1,제주 제주시 이도2동 2002-1
2252,씨지랜드,1,경기 부천시 상동 412번지 금강리빙스텔111
2253,씽크로또,1,광주 서구 치평동 1141-12 세븐일레븐편의점
2254,아름다운슈퍼,1,경기 시흥시 거모동 1753-7
2255,아리랑마트,1,경남 창원시 진해구 이동 633-2번지
2256,아산직매장,1,충남 아산시 풍기동 230-2번지
2257,아스타,1,광주 서구 상무1동 964-21번지
2258,아이리스,1,경기 고양시 일산동구 백석동 1232일산병원지하1층
2259,아이센스복권방,1,서울 중랑구 중화동 320-140번지
2260,아진동대구역광장,1,대구 동구 신암동 294
2261,아카데미안경,1,서울 강서구 화곡동 1068-32번지
2262,아트라인,1,서울 동대문구 장안2동 295-5화성빌딩104호
2263,아트슈퍼,1,부산 부산진구 개금동 184-7번지
2264,아트플라워,1,경기 용인시 처인구 김량장동 106-2
2265,안동슈퍼,1,대구 중구 북성로1가 10-14
2266,안락점로또판매,1,부산 동래구 안락동 471-6번지세븐일레븐 내
2267,안성휴게소 복권판매점,1,경기 안성시 원곡면 반제리 642-6 안성휴게소 하행 내
2268,알리바이(쌍촌점),1,광주 서구 쌍촌동 249-8 알리바이편의점내
2269,알리바이금당점,1,전남 순천시 연향동 1505-5
2270,알리바이첨단점,1,광주 광산구 월계동 891-7번지 알리바이
2271,알파,1,대전 중구 유천1동 278-10알파마트
2272,애니콜플라자,1,서울 구로구 구로동 136-40번지
2273,애니타임로또,1,대전 유성구 장대동 281-23번지 커피숍 내
2274,애리지,1,경기 성남시 분당구 야탑1동 353-1
2275,애플마트,1,경기 평택시 포승읍 원정리 391-11 1층 애플마트내
2276,양산노다지복권방,1,경남 양산시 북부동 701-1
2277,양지서점,1,경북 김천시 평화동 300-31번지
2278,양평점로또판매,1,서울 영등포구 양평동4가 197-1번지
2279,어머화장품,1,서울 송파구 석촌동 261-17번지
2280,에덴로또,1,전북 전주시 덕진구 동산동 566-17번지
2281,에브리데이,1,울산 동구 대송동 607-6
2282,에스로또,1,부산 사하구 장림동 1080번지1층GS25편의점
2283,에스에프마트,1,울산 북구 농소1동 257-2
2284,에이스로또,1,전남 여수시 여서동 490-3번지 참마트내
2285,에이스마트,1,서울 서초구 서초동 1638-11
2286,에이스복권방,1,경기 동두천시 생연동 385-4번지 1층
2287,에이스복권방,1,광주 북구 건국동 305-3 1층 101호
2288,에이스상사,1,부산 연제구 연산제4동 752-33
2289,엔.스피드텔레콤,1,서울 은평구 불광동 281-91번지
2290,엠에스슈퍼,1,경기 안산시 단원구 와동 713-2
2291,여기있었네복권방,1,전북 전주시 완산구 고사동 222-1번지
2292,여기있었네복권방,1,충남 논산시 취암동 177-4번지
2293,여명슈퍼마켓,1,서울 성북구 장위동 230-188번지
2294,여수동서상사,1,전남 여수시 국동 655번지 대영마트내
2295,여수복권방,1,경기 성남시 중원구 여수동 214
2296,역곡역전로또,1,경기 부천시 괴안동 114-5 가판대
2297,역전로또방,1,강원 영월군 영월읍 덕포리 501-4번지1호
2298,역전복권방,1,광주 광산구 송정동 1003-189 1층
2299,역전슈퍼,1,경기 의정부시 의정부동 407-7번지
2300,연보슈퍼,1,서울 서대문구 연희동 78-43번지
2301,연초2호 쇼케이스7호,1,서울 서초구 반포4동 19-4 쇼케이스7호
2302,연화네마트,1,광주 북구 두암1동 894-23번지
2303,열린서점,1,전남 목포시 상동 823-6번지 열린서점
2304,염주현대토토,1,광주 서구 화정동 859-1번지 염주현대아파트상가 내
2305,영광생활유통,1,서울 금천구 독산동 1006-19
2306,영덕로또복권,1,경북 영덕군 영덕읍 덕곡리 216-5번지
2307,영동슈퍼,1,경기 부천시 심곡동 409-11번지
2308,영로또,1,충북 음성군 대소면 오산리 114-30 GS25대소파크점
2309,영신슈퍼,1,충북 청주시 서원구 모충동 122-11번지
2310,영약국,1,충남 금산군 금산읍 중도리 361-4번지
2311,영웅기획,1,광주 남구 월산동 120-21번지
2312,영원한대박복권,1,경기 수원시 장안구 천천동 502-4
2313,영유통(로또복권),1,전북 군산시 미룡동 896-3번지
2314,영일식품,1,서울 영등포구 당산동3가 228-1
2315,영일종합장식,1,경기 안산시 단원구 고잔동 539-3번지 신광프라자102호
2316,영재서적해강점,1,부산 해운대구 우제2동 1008-5번지 올림픽타운상가101호
2317,영진슈퍼,1,경기 성남시 분당구 야탑1동 353-1번지영진다이비스117호
2318,영통대박복권,1,경기 수원시 영통구 하동 966 1층 101호
2319,영화마을운남점,1,광주 광산구 신가동 910-3번지 1층 영화마을
2320,영화마을흥해점,1,경북 포항시 북구 흥해읍 북송리 249번지
2321,영화모음,1,경기 수원시 장안구 조원동 859-3 뉴타운프라자A-107
2322,영화복권,1,경남 창원시 진해구 안골동 352-7번지
2323,영화복권(버들점),1,광주 서구 유촌동 865-3번지
2324,영화사랑,1,인천 부평구 청천동 15-9
2325,영화유통,1,경북 포항시 북구 죽도동 623-21번지
2326,영희복권,1,부산 사상구 괘법동 526-51번지CU사상서부점 내
2327,영희복권방,1,울산 동구 전하동 681-3 무주슈퍼
2328,예스로또,1,부산 사하구 다대동 309-2 102호
2329,예스우리들의편의점,1,서울 강남구 개포동 1238 1층 이마트 24
2330,예인기획,1,경기 화성시 향남읍 평리 32-1
2331,오거리마트,1,대전 대덕구 오정동 489-3번지
2332,오또로또,1,경기 이천시 마장면 오천리283-15번지
2333,오뚜기복권방,1,충남 아산시 득산동 386-5
2334,오렌지24시원당점,1,경기 고양시 덕양구 동산동 369상가동 1층 1-031호
2335,오렌지데이 개금점,1,부산 부산진구 개금제2동 633-198 1층 오렌지데이
2336,오름복권,1,경남 김해시 진례면 송정리 336-6 2호 복권판매점
2337,오목미니슈퍼,1,서울 양천구 목동 406-316번지
2338,오복복권방,1,서울 용산구 이태원동 225-60
2339,오복슈퍼,1,경기 성남시 중원구 금광동 2880번지
2340,오산제일복권,1,경기 오산시 갈곶동 126-17 101호
2341,오송창운로또복권,1,충북 청주시 흥덕구 오송읍 만수리 531 1층 104호
2342,오창중앙복권,1,충북 청주시 청원구 오창읍 양청리 792-1번지 103호
2343,오태NG24시복권방,1,경북 구미시 오태동 741-1 오태NG24시 편의점
2344,옥산행운로또복권방,1,충북 청주시 흥덕구 옥산면 오산리 537-10번지
2345,옥수정로또판매,1,서울 성동구 성수동2가 317-9번지
2346,와이복권판매점,1,"전북 전주시 완산구 중화산동2가 743-4번지 101, 102, 103호"
2347,와이케이파트너스,1,서울 동작구 사당동 265-29번지 1층
2348,왔다복권,1,충남 천안시 서북구 성정동 646-12번지
2349,왕대박로또,1,"대구 달서구 성당동 567-7 1층 9,10,11호"
2350,왕대박로또,1,경기 이천시 마장면 덕평리 333-7 CU이천덕평
2351,왕대박복권,1,충남 논산시 연산면 임리 125-2번지 편의점
2352,왕대박복권게임방,1,"대구 달서구 신당동 682-45,47번지"
2353,왕대박복권고령점,1,경북 고령군 대가야읍 헌문리 236
2354,왕대박복권방,1,부산 사하구 다대동 85-6 1층
2355,왕대박복권방,1,서울 강서구 화곡동 342-45번지
2356,왕대박복권방,1,충북 청주시 청원구 장대리 344
2357,왕대박복권방,1,대구 북구 태전동 155-36번지
2358,왕대박천하명당,1,충남 천안시 동남구 신방동 924번지 세븐일레븐천안초원점
2359,용꿈돼지꿈,1,인천 부평구 십정동 514-14번지
2360,용꿈돼지꿈,1,서울 마포구 공덕동 255-23번지
2361,용꿈돼지꿈복권방,1,경기 시흥시 하중동 873-3번지 법조타운103호
2362,용미사진관(로또),1,전남 순천시 조곡동 156-11번지 용미사진관
2363,우리들공경점,1,울산 중구 학성동 468-14우리들 편의점내
2364,우리들덕신점,1,울산 울주군 온산읍 덕신리 1296-11번지
2365,우리로또복권,1,경기 연천군 청산면 초성리 439-18번지
2366,우리마트,1,인천 계양구 작전동 72-2번지 한아름상가101 102호
2367,우리별텔레콤(SK백석점),1,충남 천안시 서북구 백석동 859번지 상가101호
2368,우리상회,1,인천 동구 송림동 31-16번지
2369,우리식품,1,서울 광진구 광장동 244-24번지
2370,우면점로또판매,1,서울 서초구 우면동 2-9번지
2371,우미6호가판점,1,서울 서대문구 충정로3가 190-21
2372,우선식품,1,서울 영등포구 신길동 163-5번지
2373,우성슈퍼,1,서울 강동구 암사동 421-6번지
2374,우암동 로또판매,1,부산 남구 우암동 52-30아이스크림할인매장내
2375,운수대통,1,광주 광산구 운수동 25-1 1층 운수대통
2376,운수대통,1,경기 시흥시 신천동 888-1번지 101호
2377,웃는사람들해도점,1,경북 포항시 남구 해도동 436-17 1층 CU 편의점내
2378,원바이원,1,부산 중구 부평동 68-4번지
2379,원희슈퍼,1,제주 제주시 연동 261-1
2380,월드복권,1,대구 서구 이현동 35-18번지
2381,월드복권,1,광주 남구 방림동 566번지 방림광신프로그레스상가112동 지하층 101호 이마트에브리데이 내
2382,월드복권마트,1,충북 제천시 장락동 1028 장락주공2단지 상가101호
2383,월드복권방,1,경남 통영시 북신동 697-1번지 월드마트 내
2384,위너로또,1,인천 남동구 구월동 1215 동원프라자 101호
2385,위드미(성서호림점),1,대구 달서구 호림동 10번지코리아마트 내
2386,위드미로또경화점,1,경남 창원시 진해구 경화동 1301-17 이마트24편의점
2387,위드미로또판매점,1,서울 강남구 대치동 898-4
2388,위드유로또,1,경기 화성시 송산면 삼존리 750-2 1층
2389,위앤조이 유천점,1,대전 중구 유천동 186-4번지
2390,유공자로또방,1,대전 중구 오류동 149-29번지
2391,유림상사,1,서울 구로구 신도림동 641번지현대상가 1층
2392,유명복권대박,1,강원 강릉시 중앙동 27-4번지
2393,유연마트,1,대전 동구 신흥동 11-7번지
2394,으뜸로또복권방,1,충남 홍성군 홍성읍 오관리 453 4필지
2395,으뜸할인마트,1,경기 안양시 동안구 관양1동 1380-2 27
2396,은경슈퍼,1,부산 사하구 다대동 933-21번지1층휴대폰샵
2397,은성로또,1,충북 음성군 감곡면 왕장리 447-11번지 1층 낚시가게
2398,은혜,1,서울 중랑구 상봉동 112-51번지
2399,은혜상회,1,경기 남양주시 와부읍 도곡리 997-13
2400,응암2호점로또판매,1,서울 은평구 역촌동 74-5번지
2401,이마트24,1,전북 전주시 덕진구 우아1동 746-40번지
2402,이마트24 강동본점,1,서울 강동구 성내동 38-3
2403,이마트24 일산식사점,1,경기 고양시 일산동구 식사동 1152-3번지
2404,이마트24 홍문점,1,경남 창원시 마산합포구 홍문동 10-1번지
2405,이마트24당진합덕점,1,충남 당진시 합덕읍 운산리 263-116번지
2406,이마트24대구안심점,1,대구 동구 괴전동 165-4번지 이마트24
2407,이마트24중울산점,1,울산 중구 161-6
2408,이마트24진주강남점(다솜방),1,경남 진주시 강남동 242 1층
2409,이마트24진해벚꽃점,1,경남 창원시 진해구 석동 663-6 이마트24편의점
2410,이마트편의점,1,울산 남구 달동 621-5 이마트24울산동평점
2411,이마트편의점(달서송현),1,대구 달서구 송현동 1949-36
2412,이수복권방,1,서울 동작구 사당동 145-11
2413,이지마트24 심곡2호,1,경기 부천시 옥길동 726-1 107호 핸드폰가게
2414,이지복권,1,경기 안산시 단원구 원시동 773-9 107호
2415,이천대박로또,1,경기 이천시 부발읍 응암리 14-10 가산삼거리
2416,이효민나눔로또,1,경남 거제시 능포동 376-6 1층
2417,인더라인25시,1,경기 부천시 원미구 중동 1111번지 위브더스테이트상가6-109
2418,인더라인북가좌점,1,서울 서대문구 북가좌동 418-22번지 1층101호
2419,인덕원복권방,1,경기 안양시 동안구 관양동 1502-4
2420,인동상회,1,서울 노원구 상계동 173-1번지 벽산아파트상가108-116
2421,인생역전로또,1,충북 청주시 상당구 용암동 1795번지
2422,인제로또,1,전남 순천시 해룡면 신대리 2002-2 CU편의점내
2423,인천네트워크,1,인천 남동구 도림동 658-15 12블록5롯트102호
2424,인천상회,1,인천 중구 북성동2가 9-7번지
2425,인천역버스매표소,1,인천 중구 북성동1가 3-61인천역사광장앞
2426,인천주안점로또판매,1,인천 남구 주안동 1432-18321 1~2호
2427,인현동지하가판,1,인천 중구 인현동 1-1 가판
2428,일공공일안경콘택트수송점,1,전북 군산시 수송동 850-6번지
2429,일등로또,1,인천 서구 경서동 958-1 제비동 제1층 107호 CU청라캐슬점
2430,일등로또,1,전남 여수시 여서동 208번지 이마트24 편의점내
2431,일등복권,1,경북 칠곡군 동명면 금암리 231-48번지
2432,일등복권방,1,서울 동대문구 전농동 38-12번지
2433,일등복권방,1,경기 광명시 철산동 480번지 1층3호
2434,일등복권방,1,충북 청주시 흥덕구 복대동 849-2
2435,일등복권방,1,제주 서귀포시 성산읍 고성리1197-8번지
2436,일등복권방,1,경기 의정부시 호원2동 423번지 대명빌딩 1층
2437,일마트,1,전남 순천시 남내동 120-5번지 일마트
2438,일산탑복권,1,경기 고양시 일산서구 일산동 1088-1 107호
2439,일신매점,1,서울 송파구 송파동 97-39 일신여상앞가판
2440,일확천금로또판매점,1,충남 보령시 죽정동 691다육농원(꽃가게)옆 점포
2441,잉크풀,1,경남 창원시 진해구 석동 90-2번지 주공복합상가103호
2442,자양사거리가로매점,1,서울 광진구 자양동 219-2번지
2443,자유극장옆토큰판매소,1,대구 중구 화전동 21-2번지
2444,자유마켓,1,광주 서구 광천동 650-312번지 GS25편의점 내
2445,자유복권편의점,1,경기 안산시 단원구 고잔동 518
2446,작은신부,1,충남 서산시 대산읍 대산리 133-31
2447,작은신부,1,충남 서산시 대산읍 대산리 133-31
2448,잠실나루역2번출구,1,서울 송파구 신천동 17-2번지 잠실나루역 2번출구
2449,장고분로또(토토편의방),1,광주 광산구 월계동 767-3번지 1층
2450,장락복권판매점,1,충북 제천시 장락동 637-3 1층
2451,장안홈타운,1,서울 동대문구 장안동 355-1
2452,장원로또,1,경기 수원시 영통구 매탄동 153-120 1층 3호
2453,장원에이스,1,서울 서초구 반포4동 19-4서울고속버스터미널경부선대합식2H로또판매점
2454,장터슈퍼,1,대전 동구 인동 212-1번지
2455,장흥로또,1,전남 장흥군 장흥읍 건산리 722-1번지CU 장흥중앙점
2456,재운로또복권,1,경북 포항시 북구 우현동 135-8번지 8호 1층
2457,전원레코드,1,부산 북구 금곡동 57-7번지
2458,전인정보통신,1,경기 남양주시 오남읍 오남리 203-2번지 외1필지1층101
2459,정관장홍삼부안점,1,전북 부안군 부안읍 선은리 131-6번지
2460,정기사,1,경기 동두천시 중앙동 489-8번지
2461,정발산복권전문점,1,경기 고양시 일산동구 정발산동 1204번지일성종합상가104호
2462,정우로또,1,서울 강동구 길동 395-16번지 1층
2463,정원상회,1,부산 남구 대연2동 1757-2
2464,정화식품,1,부산 동래구 수민동 281번지
2465,제이마트 (J-Mart),1,서울 서초구 반포동 19-3번지센트럴씨티125호
2466,제이민온천복권,1,충남 아산시 모종동 553-18 웨이스탑 편의점
2467,제이지컴퍼니(JGC),1,부산 부산진구 양정동 271-1 1층
2468,제이테크복권방,1,경기 군포시 금정동 725-6
2469,제일대박복권,1,전북 전주시 완산구 효자동2가 201-8 1층 복권판매점
2470,제일마트,1,전남 나주시 남내동 106번지 제일마트
2471,제일복권,1,인천 동구 송림동 31-20번지
2472,제일복권,1,강원 춘천시 중앙로1가 80 스탠다드차타드은행앞 가판
2473,제일복권,1,전북 전주시 완산구 효자5동 1157-4 161호
2474,제일복권,1,서울 동대문구 휘경동 319-1번지
2475,제일복권,1,제주 제주시 삼도1동 558-10
2476,제일복권,1,부산 서구 암남동 344-2 1층 복권방
2477,제일복권,1,충남 논산시 내동 969
2478,제일복권방,1,전북 군산시 삼학동 812-29번지
2479,제일슈퍼,1,서울 서대문구 북가좌동 309-3번지 문화빌딩1층5호
2480,제일식품,1,서울 서대문구 남가좌동 350-6번지
2481,제일통신,1,서울 노원구 중계동 591대호프라자1층106
2482,조은생각,1,부산 사상구 괘법동 263-7
2483,조이풀JOYFUL,1,부산 동구 범일제2동 830-90한양상가1-1
2484,조일상회,1,부산 동래구 529-3
2485,종로슈퍼,1,서울 종로구 봉익동 18-3번지
2486,종합가로판매점113호패션TV앞,1,서울 중구 을지로6가 21-31
2487,종합가판제141호,1,서울 중구 황학동 686번지
2488,종합복권나라,1,경기 양평군 양평읍 양근리 176-14 1층
2489,종합슈퍼마트,1,경기 성남시 분당구 야탑3동 151번지 테크노파크상가109호
2490,좋은이웃들,1,경기 군포시 산본동 82-3
2491,주경슈퍼,1,인천 부평구 부개동 301-31번지
2492,주공S.P,1,충남 서산시 동문동 228-2번지
2493,주공공이로또,1,경기 안양시 동안구 평촌동 932-4 상가동 103호 cu평촌한신점
2494,주몽동명,1,경기 용인시 수지구 풍덕천동 239-3번지 중앙빌딩 104호
2495,주안로또,1,인천 부평구 부평동 529-40번지동아웰빙타운내추럴편의점내109
2496,주택복권,1,경기 이천시 창전동 150-9
2497,주택복권2호점,1,경북 구미시 원평동 1028-2번지 114호
2498,주택복권방,1,경기 안양시 만안구 안양동 508-25번지
2499,주택복권사랑방,1,서울 관악구 신림동 518-11
2500,주택복권사랑방,1,서울 구로구 구로제2동 1258번지 중앙유통지하B55-02호
2501,죽림프라자,1,경남 통영시 광도면 죽림리 1585-61 1층 105호 CU편의점
2502,죽전열쇠 로또복권방,1,경기 용인시 수지구 죽전동 468-5 신흥빌딩101
2503,죽향복권방,1,전남 담양군 담양읍 지침리 88-5
2504,준로또,1,서울 동대문구 장안동 427-2
2505,준마트,1,경기 고양시 덕양구 행신동 650-52번지
2506,준원슈퍼,1,대전 중구 대흥동 211번지
2507,줄줄이복권방,1,경기 오산시 중앙동 778-81층 105호
2508,중마로또,1,전남 광양시 중동 1415-7 커피집 내
2509,중앙동역 나들가게24,1,부산 중구 중앙동 89-2번지 흥우빌딩1층 나들가게편의점
2510,중앙로또,1,경기 안산시 단원구 고잔동 681-7 대덕프라자102호
2511,중앙로또(로손편의점내),1,경북 칠곡군 북삼읍 인평리 1057-5번지 로손편의점 내
2512,중앙복권방,1,충북 청주시 청원구 율량.사천동 2155
2513,중앙복권방,1,전북 전주시 완산구 태평동 8-9번지
2514,증산점로또판매,1,서울 은평구 증산동 189-3번지
2515,진안로또,1,전북 진안군 진안읍 군상리 403-102번지
2516,진양호,1,경남 진주시 평거동 660-28 1층
2517,진영로또판매점,1,경남 김해시 진영읍 여래리 700-11번지
2518,진우복권명당,1,경북 경산시 옥곡동 815-6번지
2519,진평양행,1,강원 강릉시 중앙동 7-12번지
2520,진플러스안경,1,대전 중구 부사동 153-20번지
2521,차밍복권방,1,광주 광산구 월곡동 683-3번지 동구빌딩1층
2522,찬스로또방,1,경남 창원시 내동 456-17번지내동상가1층7-8호
2523,찬스로또복권방,1,경기 수원시 권선구 권선1동 1032-1
2524,찬스복권,1,충북 청주시 서원구 분평동 1372번지금송빌딩104호
2525,찬스복권방,1,전북 전주시 덕진구 진북동 407-4번지
2526,찬스센타백운점,1,"인천 부평구 십정동 173-10,12번지"
2527,찬스센터,1,인천 남동구 논현2동 563-2 상가동 1층 101호
2528,참조은 복권,1,울산 중구 복산2동 776 118동107호
2529,참좋은마트(복권방),1,부산 영도구 영선동1가 78-1번지
2530,채널큐,1,경남 창원시 마산합포구 산호동 31-52번지
2531,챔스,1,경북 영주시 영주동 422-1 경북 영주시 중앙로 51
2532,천동로또,1,대전 동구 천동 119-4번지
2533,천동마트,1,대전 동구 천동 119-4
2534,천복권방,1,대전 대덕구 오정동 64-25번지
2535,천일복권방,1,울산 중구 반구1동 908 1층건물내
2536,천일슈퍼,1,서울 구로구 구로제3동 1124-72번지
2537,천하명가,1,서울 노원구 상계6.7동 724-1번지길빌딩101호
2538,천하명당,1,경남 양산시 491-3 복권판매점
2539,천하명당,1,경기 평택시 서정동 76-14
2540,천하명당,1,충남 천안시 서북구 직산읍 수헐리 85-4미니스탑 내
2541,천하명당,1,경기 안산시 상록구 월피동 442번지
2542,천하명당,1,강원 철원군 동송읍 이평리 705-19
2543,천하명당,1,경기 이천시 신둔면 수광리 297-1
2544,천하명당,1,서울 관악구 신림동 613-3
2545,천하명당,1,강원 강릉시 주문진읍 교항리 61-2번지
2546,천하명당 미아점,1,서울 강북구 송천동 707-25 1층
2547,천하명당(염포점),1,울산 북구 염포동 208-7
2548,천하명당관악점,1,서울 관악구 보라매동 698-32
2549,천하명당로또,1,서울 은평구 증산동 185-25번지 1층
2550,천하명당복권,1,대구 북구 산격동 1237-2번지
2551,천하명당복권,1,제주 서귀포시 중앙동 270-5
2552,천하명당복권방,1,인천 계양구 효성동 305-8번지 1층
2553,천하명당복권방,1,경남 창원시 의창구 명서동 50-15번지
2554,천하명당복권방,1,경기 수원시 권선구 고색동 49-10
2555,천하명당복권방,1,경기 의왕시 고천동 294-3
2556,천하명당복권방,1,서울 성북구 정릉동 151-15번지
2557,천하명당복권방,1,서울 송파구 송파동 18-18번지 1층
2558,천하명당복권방,1,제주 제주시 이도일동 1709-12
2559,천하명당복권방,1,서울 동대문구 답십리동 99-22번지
2560,천하명당복권방,1,서울 동작구 사당동 1031-1
2561,천하명당복권방,1,경남 진주시 봉곡동 15-5번지
2562,천하명당복권방(행운을주는사람들),1,부산 사상구 괘법동 563-16번지
2563,천하명당복권방화곡점,1,서울 강서구 화곡동 836-4
2564,천하명당복권전문점,1,광주 광산구 우산동 1586-4번지
2565,천하제일복권명당,1,대전 동구 용운동 304-1번지
2566,청계로또,1,서울 성동구 상왕십리동 12-46번지
2567,청구마트,1,대구 북구 복현동 539-113번지 청구아파트상가108동102호
2568,청담역 로또,1,서울 강남구 삼성동 20-4 101호 CU편의점
2569,청솔서점,1,부산 사하구 신평제2동 589-5번지
2570,청수마트,1,서울 서초구 양재동 329
2571,초이스복권방,1,울산 남구 삼산동 215-12 위드미편의점
2572,초이스편의점,1,인천 계양구 작전동 30-1 상가동 102호
2573,초이스편의점,1,인천 남동구 만수1동 980-6
2574,축복큰대운집,1,경기 파주시 금촌동 312-4 1층
2575,충남상회,1,서울 중구 황학동 1362번지
2576,충무로또,1,부산 서구 충무동 17-12
2577,치즈마트,1,서울 송파구 가락동 600 가락몰 2관 1층 2-1호
2578,칠곡스포츠,1,대구 북구 태전동 539-1번지
2579,카카오복권방,1,전북 익산시 금마면 동고도리 697-4번지
2580,컴텔정보통신,1,서울 도봉구 쌍문2동 49-1호
2581,코니아일랜드아이스크림,1,경기 남양주시 화도읍 묵현리 372-47번지 진우로얄빌라제나동102
2582,코리아로또,1,부산 북구 구포제1동 587-5번지누리마트내코너
2583,코리아마트,1,경기 광명시 하안동 598-11번지
2584,코만도,1,대전 대덕구 석봉동 188-11
2585,코사마트 후곡점,1,"경기 고양시 일산서구 일산동 1101 105,106호"
2586,코사마트금강점,1,대구 달서구 용산동 950-5번지 1층 코사마트
2587,코사마트크로바점,1,전북 전주시 덕진구 금암동 1580-14번지
2588,코사마트한양점,1,경기 고양시 덕양구 성사동 499번지
2589,코아복권방,1,경기 오산시 궐동 631-1번지GS25궐동코아점
2590,쿡쿡로또명당,1,충북 옥천군 옥천읍 금구리 31-1 세븐일레븐편의점
2591,쿨마트영남네오빌점,1,대구 달서구 장기동 551번지 영남네오빌비스타상가201동101호
2592,큐마트학동점로또,1,전남 여수시 학동 58-20 큐마트내
2593,크로바,1,서울 종로구 창신동 411-16
2594,크로바쎄븐,1,서울 송파구 문정동 644-2 1층 128호
2595,클로버 복권판매점,1,서울 송파구 방이동 175-7번지 102호
2596,킹부대찌개 테이크아웃 신설동점,1,서울 종로구 숭인동 759
2597,타운복권방,1,광주 북구 두암동 289-5번지
2598,타임,1,대전 중구 은행동 76-18번지
2599,타임마트,1,대전 서구 도안동 854번지 프라임빌딩2차 1층 102호
2600,탑스,1,경기 수원시 팔달구 578-1
2601,탑플러스,1,인천 서구 당하동 1079-3번지 103호
2602,태광통신,1,서울 성북구 길음동 1276 105동 1층 1호
2603,태봉,1,경기 부천시 소사구 소사본동 184-7번지
2604,태양복권방,1,경기 파주시 문산읍 선유리 430-37번지
2605,태양정보통신,1,경기 광주시 중대동 17-12 상가1층
2606,태원통신,1,경기 하남시 덕풍동 309-63번지
2607,터미널로또수리점,1,광주 서구 광천동 49-1번지 광주종합버스터미널 내 금호고속사무실부근
2608,터미널로또판매점,1,인천 남구 관교동 인천교통공사대합실1층2호편의점내
2609,터미널매점,1,충남 예산군 예산읍 산성리 647
2610,텔레콤&로또,1,전남 장성군 장성읍 영천리 944-6번지
2611,토큰박스,1,대구 서구 내당동 965번지
