,shop,1st,location
666,베스토아,2,서울 강남구 역삼동 790
667,베스토아,2,경기 성남시 분당구 수내동 58-2번지 101호
668,베스토아(용전2호),2,대전 동구 용전동 63-3번지 복합터미널서관1층59호
669,베스트로또(수원탑동),2,경기 수원시 권선구 탑동 749-1
670,베스트올원당,2,인천 서구 원당동 824-2골든벨프라자102호
671,보은로또판매점,2,충북 보은군 보은읍 교사리 85-5
672,복권,2,서울 중랑구 상봉동 136-50번지 105호
673,복권가판대,2,서울 은평구 수색동 368-1
674,복권경제연구소,2,경기 안양시 만안구 박달동 55-40
675,복권나라,2,전남 목포시 옥암동 1153-5번지 103호 복권나라
676,복권나라,2,충남 계룡시 엄사면 엄사리 184-4
677,복권나라,2,전북 군산시 대야면 지경리 731-2번지
678,복권나라,2,경기 포천시 소흘읍 이가팔리 309-1번지
679,복권나라,2,강원 춘천시 후평동 687-20
680,복권나라,2,서울 광진구 군자동 66-3 1층
681,복권나라,2,충북 증평군 증평읍 중동리 15-3번지
682,복권나라,2,인천 중구 신흥동2가 16-37번지
683,복권나라,2,강원 삼척시 도계읍 도계리 393-1번지
684,복권나라,2,대구 달성군 논공읍 북리 833-152번지
685,복권마을,2,경기 안양시 동안구 호계동 959-19번지
686,복권마을,2,강원 강릉시 주문진읍 교항리118번지
687,복권마을,2,인천 부평구 청천동 178-5번지
688,복권마트,2,광주 북구 운암동 67번지 벽산블루밍메가시티상가 101동 116호
689,복권명당,2,경북 경산시 중방동 848-9번지
690,복권명당,2,경기 안산시 상록구 건건동 646-3번지
691,복권명당,2,대전 중구 중촌동 21-18번지
692,복권명당,2,서울 관악구 봉천동 927-20 1층
693,복권명당,2,대구 동구 효목동 173-2번지
694,복권명당,2,대구 수성구 수성동1가 217-4번지
695,복권명당,2,서울 동작구 신대방동 338-19
696,복권명당,2,경북 경주시 성동동 233-7번지
697,복권명당,2,경기 용인시 처인구 김량장동 325번지 1층
698,복권명당(CU송파한화2호점),2,서울 송파구 문정동 622 송파한화오벨리스크1층123호(CU편의점)
699,복권명당율하점,2,대구 동구 율하동 898-5번지
700,복권방,2,경기 고양시 덕양구 동산동 373 1층
701,복권방,2,경기 하남시 신장동 406-2번지 1층6호
702,복권방,2,부산 부산진구 당감제4동 738-3번지 202호
703,복권방,2,부산 부산진구 가야제1동 361-285 1층
704,복권방,2,경기 가평군 청평면 청평리 462-2 1층
705,복권방,2,서울 구로구 구로동 409-80번지 1층
706,복권방,2,경기 용인시 기흥구 신갈동 51번지
707,복권방,2,서울 강동구 성내동 245-32번지
708,복권세상,2,경기 의정부시 호원2동 366-25
709,복권세상,2,서울 양천구 신월동 535-4번지
710,복권세상,2,전남 목포시 산정동 1693-4 1층 복권세상
711,복권왕국,2,인천 동구 화평동 449-2번지
712,복권왕국,2,대전 서구 내동 13-19번지
713,복권왕국,2,경기 부천시 소사구 심곡본동 668-3번지 1층
714,복권일번지,2,경북 상주시 성동동 202-2번지
715,복권전문점,2,경기 수원시 팔달구 매산로1가 43-12
716,복권전문점,2,경기 시흥시 정왕동 1625-6번지105호 훼미리마트내
717,복권천국,2,서울 성동구 행당동 298-25번지 1층
718,복권천국,2,서울 서초구 방배동 874-7번지 1층
719,복권천국,2,대구 중구 대봉동 13-17번지
720,복권천국,2,전남 목포시 상동 1013-10번지 복권천국
721,복권천지,2,전남 여수시 신기동 73-1번지
722,복권파티,2,서울 송파구 거여동 31-10번지
723,복권판매소(서문큰장네거리),2,대구 서구 내당동 1035-33번지
724,복권판매점,2,충남 서산시 동문동 797-13 미림화랑 옆 1층 상가
725,복돼지복권방,2,전북 익산시 모현동1가 865 배산시티프라자 1층 107호
726,복드림복권방,2,서울 강동구 암사동 488-34번지
727,복을주는집,2,대구 달서구 감삼동 106-3번지
728,복조리복권방,2,전북 장수군 장계면 장계리 351-8번지
729,봉암마트,2,"경남 창원시 마산회원구 봉암동 436-32 436-31번지, 기존주소지와 동일"
730,봉의산마트,2,강원 춘천시 후평동 727-3 1층
731,부강로또,2,세종 부강면 부강리 431번지
732,분당점로또판매,2,경기 성남시 분당구 판교동 621-2번지 한솔프라자104호
733,빅세일복권방,2,부산 부산진구 259-5번지
734,빙그레 돈벼락 맞는곳,2,경남 김해시 한림면 병동리 980-7 좌측 복권판매점
735,빛고을로또,2,광주 광산구 소촌동 832-1번지 세븐일레븐
736,삼례로또복권,2,전북 완주군 삼례읍 삼례리 910-20번지
737,삼성24시편의점,2,강원 원주시 학성동 212-11 1층
738,삼성소비자슈퍼,2,대전 중구 선화동 157-8번지
739,삼익마트,2,서울 강동구 명일동 341-5번지 1층
740,상우상사,2,경남 통영시 광도면 죽림리 1580-421층 CU편의점 內
741,새상무복권,2,광주 서구 치평동 1178-1 수암빌딩 1층 102호
742,새시대복권방,2,서울 금천구 시흥동 249-11
743,샘복권방,2,울산 울주군 범서읍 천상리 산32-12번지
744,샛별복권방,2,서울 중구 신당동 349-57 1층
745,서신로또편의점(대박상사),2,경기 화성시 서신면 매화리 505-1 1층
746,서울구가-17가판,2,서울 구로구 구로동 731-4번지 구로4동우체국앞가판
747,서울로또방,2,충북 옥천군 옥천읍 금구리 142-8번지
748,서울복권방,2,경기 동두천시 생연동 684-3번지
749,서해로또방,2,경기 화성시 남양읍 북양리 56-1
750,석촌꿈나라,2,서울 송파구 석촌동 210-9번지유천빌딩1층CU편의점내
751,성광복권명당,2,부산 연제구 연산제1동 313-21번지
752,성진,2,경기 성남시 수정구 태평동 7186번지
753,세븐일레븐 현풍대로점,2,대구 달성군 현풍읍 원교리 161 대구 달성군 현풍면 비슬로 581 세븐일레븐현풍대로점
754,세븐일레븐강서화곡예스점,2,서울 강서구 화곡동 29-52
755,세종장식,2,서울 양천구 신정동 987-7번지
756,셀피아,2,울산 북구 효문동 994-17 복권판매점
757,송추장흥로또,2,경기 양주시 장흥면 교현리 114-7
758,수공화원로또,2,서울 성동구 마장동 792번지1층 수공화원
759,수서역로또명당,2,서울 강남구 수서동 724
760,슈퍼복권나라,2,부산 부산진구 범천제1동 845-95 1층 복권방
761,슈퍼복권나라수정점,2,부산 동구 수정제4동 309-7번지
762,스카이편의점,2,경기 안양시 만안구 박달동 74-5번지
763,스타마트,2,경북 구미시 임은동 325-2번지
764,승차권판매소(서구청1호점),2,대구 서구 평리동 1230-9번지
765,신문가판점,2,서울 용산구 갈월동 98-39번지
766,신봉,2,충북 청주시 흥덕구 신봉동 168-8번지신봉삼성아파트3단지 앞도로변
767,신세계,2,제주 제주시 일도이동 378-16
768,신운복권,2,강원 정선군 정선읍 봉양리 329-4
769,신일마트,2,전북 군산시 나운동 156-2번지
770,신정복권,2,서울 양천구 신정동 89-29 1층
771,싱글벙글 6/45,2,부산 연제구 연산제5동 1330-10 좌측 싱글벙글복권방
772,싱글벙글할인마트,2,경기 광명시 광명동 276-44번지 금반석씨티빌상가102
773,씨네월드매곡점,2,광주 북구 매곡동 214-56번지
774,씨스페이스 창경궁로점,2,서울 종로구 종로1.2.3.4가동 251 1층
775,씨스페이스(범물청구점),2,대구 수성구 범물동 1277-11번지
776,씨스페이스(정릉3점),2,서울 성북구 정릉동 372-7
777,씨스페이스(중앙제일점),2,부산 중구 동광동3가 17-2번지
778,씨엔유 삼산한길,2,인천 부평구 삼산1동 121-48번지CU삼산한길점
779,씨유 월영마을점,2,경남 창원시 마산합포구 해운동 18-29번지
780,씨유 함양한주점,2,경남 함양군 함양읍 용평리 684-8번지
781,씨유(진해제일점),2,경남 창원시 진해구 이동 407-6번지
782,씨유상도점,2,경북 포항시 남구 상도동 662-7번지
783,아로마포미둔산점,2,대전 서구 둔산동 1075번지 경희빌딩1층
784,아름다운방,2,경기 의정부시 금오동 473-1번지플래티넘프라자1층107
785,아성슈퍼,2,경기 부천시 원미구 중동 712-4번지
786,아이티텔랜드,2,서울 노원구 상계6.7동 749번지1층
787,아현역3번출구앞가판점,2,서울 마포구 아현동 267-1 아현역3번출구앞
788,안면로또점,2,충남 태안군 안면읍 승언리 1148번지
789,안목마트,2,서울 강북구 번동 463-33번지
790,안산삼성홈플러스로또복권판매점,2,경기 안산시 상록구 성포동 586번지 삼성홈플러스1층
791,안전열쇠,2,인천 계양구 계산동 12-1번지 명인프라자102호
792,알뜰슈퍼,2,경기 동두천시 생연동 450-27번지 4/6
793,알짜마트왕지점,2,전남 순천시 조례동 1804번지 중흥파크상가 309-101호
794,양지복권방,2,서울 동작구 신대방제1동 719 105동 114호 CU
795,에이원,2,경기 안양시 동안구 관양1동 1389-4번지
796,엑스트라,2,경기 안성시 인지동 419-21층 엑스트라비디오
797,엑스트라(우주점),2,부산 사상구 모라제3동 552 가상가106호
798,여기있었네복권방,2,전북 김제시 요촌동 474-3번지
799,역곡중앙슈퍼,2,경기 부천시 원미구 역곡동 79-5번지
800,역전로또,2,경북 경주시 황오동 172-5 1층 짐케어내
801,역전복권방,2,충남 예산군 예산읍 주교리 221-10
802,역전식품,2,인천 남구 도화동 80-83번지
803,열린복권방,2,부산 사상구 괘법동 546-16
804,영남건재상사,2,부산 연제구 연산제9동 401-25
805,영남통상,2,경북 성주군 성주읍 경산리 21-7번지
806,영통매표소,2,경기 수원시 영통구 영통동 1048-2 청명역3번출구 매표소
807,예스,2,경기 고양시 덕양구 화정2동 977번지밀레니엄타워105
808,오거리마트,2,서울 은평구 응암동 323-5번지
809,오늘을잡아라,2,서울 도봉구 창동 74-5번지신원빌딩1층
810,오렌지통신,2,경기 성남시 수정구 오야동 225-5근린 제3호(오야동225-5)
811,오로라복권방,2,서울 광진구 자양동 616-33번지 국민은행자양동지점 50m
812,오리엔트복권,2,대전 대덕구 중리동 173-9번지
813,온누리로또,2,경기 수원시 권선구 세류동 1075-2
814,온라인복권방,2,서울 동대문구 용두동 9-2번지
815,완월로또,2,경남 창원시 마산합포구 완월동 217-3 세븐일레븐 내
816,왕대박,2,부산 동래구 사직제3동 140-33번지
817,왕대박로또방,2,부산 해운대구 우제1동 643-5위드미편의점내
818,왕대박복권,2,대구 달성군 다사읍 죽곡리 129-1번지
819,왕대박복권,2,강원 속초시 동명동 559-4번지
820,왕대박복권,2,전북 전주시 덕진구 덕진동2가 번지
821,왕대박복권,2,대구 달성군 옥포면 본리리 2414-3번지
822,왕대박복권전문점,2,강원 동해시 천곡동 855번지 이주민상가1층18호
823,요술상자,2,경기 평택시 비전동 598-4 동일건물내 이전
824,용꿈돼지꿈복권전문점,2,강원 동해시 천곡동 855번지 이주민상가1층15호
825,용원로또방,2,경남 창원시 진해구 용원동 1212-1 113호
826,용현시장로또복권,2,인천 남구 용현동 459-30번지
827,우두로또,2,강원 춘천시 우두동 691-14 1층
828,우리들마트,2,부산 동래구 온천제1동 148-23번지
829,우리로또,2,경기 김포시 장기동 346-4번지
830,우리로또복권방,2,전남 여수시 선원동 1247-14번지
831,우리은행금호동지점앞가판,2,서울 성동구 금호동4가 1109번지
832,운수대통,2,인천 남동구 간석동 616-54번지
833,운수대통,2,경기 군포시 산본동 265-20
834,운수대통,2,인천 부평구 십정2동 408-15 1층 A호
835,운수대통,2,경남 거제시 능포동 727-2번지동헌상가 가-111호
836,운수대통복권방,2,충남 천안시 동남구 사직동 263-3 1층7호
837,운천대박복권방,2,경기 포천시 영북면 운천리 511-8번지
838,운천점(복권나라),2,광주 서구 쌍촌동 876-14번지 1층
839,웅진,2,경기 수원시 팔달구 인계동 1045 동수원홈플러스 1층
840,월드사진관,2,부산 사하구 다대제1동 944-22번지
841,월롱엘지복권방,2,경기 파주시 월롱면 덕은리 1247105호 (파크뷰)
842,위드미 용인둔전점,2,경기 용인시 처인구 포곡읍 둔전리 152-17번지
843,유방매표소,2,경기 용인시 처인구 유방동 310-10
844,유성코아복권슈퍼,2,대전 유성구 온천2동 286-14번지 코아마트
845,육사구(6/49)복권방,2,"경기 용인시 처인구 모현읍 갈담리 332-6 104호, 105호"
846,으뜸우리들복권방,2,울산 남구 삼호동 258-1
847,은행복권방,2,경기 시흥시 은행동 599번지 우남상가2동101호
848,이마트24 군자CGV점,2,서울 광진구 군자동 1-1 이마트24 군자CGV점
849,이마트24 마산만복점,2,경남 창원시 마산회원구 합성동 266-17번지
850,이마트24 사하오렌지점,2,부산 사하구 장림제2동 340-8 105동 101호
851,이마트24 일산덕이점,2,경기 고양시 일산서구 송산동 548
852,이마트24백석동문점,2,경기 고양시 일산동구 1321 203동1층 101호
853,이마트24보령골드점,2,충남 보령시 대천동 289 주2동 1~2호
854,이마트24울산삼산본동점,2,울산 남구 삼산동 166-8번지
855,인더라인25,2,서울 마포구 연남동 226-15
856,인생역전로또방,2,대전 유성구 송강동 16-2번지 103호
857,인생역전복권방,2,인천 부평구 청천2동 10-17번지상가1층
858,인제복권방,2,강원 인제군 인제읍 상동리 39-9번지
859,인천연수점로또판매,2,인천 연수구 연수동 631번지세븐일레븐편의점내
860,일등로또방,2,전북 전주시 완산구 평화동1가 558-1번지
861,일레븐마트무선점,2,전남 여수시 화장동 871-3번지
862,일록로또복권방,2,경기 수원시 장안구 파장동 581-4
863,일죽휴게소복권,2,경기 안성시 일죽면 월정리 481-4일죽휴게소내 세븐일레븐 일죽휴게소점
864,잉크와복권,2,서울 강서구 화곡동 354-88번지
865,잠실연쇄점,2,서울 송파구 잠실동 242-17 이마트 24편의점
866,장군슈퍼,2,인천 연수구 옥련동 580-9번지
867,장미유통,2,인천 계양구 작전동 707-12번지
868,장보고복권방,2,서울 중랑구 면목동 627-16번지
869,재벌 로터리,2,부산 중구 남포동 28번지 재벌마트
870,재우텔레콤,2,경기 하남시 신장동 427-29번지
871,정다운복권 조이마트,2,인천 부평구 부개동 12-198번지 1층
872,정우,2,경기 용인시 처인구 이동면 천리 232-1 대농파머스건물내
873,정원복권방,2,서울 도봉구 창동 655-20 1층 101-3호
874,정평복권,2,서울 양천구 목3동 717-16 101호
875,제주대림점,2,제주 제주시 연동 1495-1
876,제철로또대리점,2,전남 광양시 중동 1674번지 시티프라자A동116호
877,조은복권방,2,울산 남구 수암동 698-1번지
878,조천청룡,2,제주 제주시 조천읍 조천리 2356-2
879,조치원복권방,2,세종 원리 9-20
880,종합가로가판점,2,서울 중구 광희동1가 202-1번지
881,주공슈퍼,2,경기 고양시 일산동구 백석동 1343번지 주공아파트단지상가
882,주엽역 로또판매점,2,경기 고양시 일산서구 주엽동 109 도로
883,주택복권방,2,경기 안양시 동안구 호계1동 986-25 77
884,중앙토탈대리점,2,부산 금정구 구서제2동 653-20번지 1층
885,즐거운복권방,2,인천 남구 주안동
886,지산로또방,2,광주 동구 지산동 443번지
887,지에스25 울산동구남목점,2,울산 동구 남목3동 259-13
888,진교로또복권판매점,2,경남 하동군 진교면 진교리 302-70번지
889,진도로또,2,전남 진도군 진도읍 동외리 1151-2 진도로또
890,진성복권방,2,경기 포천시 가산면 마산리 184-12번지
891,진흥슈퍼,2,서울 강남구 논현동 61-19
892,찬스복권방,2,인천 부평구 부평동 645-46번지 1층
893,참깨열쇠.복권,2,전북 전주시 완산구 효자동1가 669-4번지 1층
894,천금복권방,2,충북 청주시 상당구 영운동 55-1번지
895,천사마트,2,충남 천안시 서북구 두정동 1994번지 상가1층6호
896,천하명당,2,경기 시흥시 신천동 760-7번지 1층1호
897,천하명당,2,전남 여수시 신기동 128-5번지
898,천하명당,2,경기 안양시 만안구 안양동 707-361번지
899,천하명당(팔용점),2,경남 창원시 의창구 팔용동 134-2번지
900,천하명당복권방,2,경기 평택시 오성면 죽리 1-6 마키리오스빌딩1층107호
901,천하명당복권방,2,경기 수원시 팔달구 매산로3가 128-4
902,천하명당복권방,2,전북 익산시 모현동1가 186-71번지
903,천하명당복권방,2,서울 광진구 중곡동 167-3번지
904,천하명당복권방독산점,2,서울 금천구 독산동 989-16
905,천하명당복권방동소문점,2,서울 성북구 동소문동7가 115-3
906,천하명당복권방역전점,2,대전 동구 정동 15-23번지
907,천하명당우만점,2,경기 수원시 팔달구 우만동 466-5
908,천하복권방,2,울산 동구 전하동 618-8번지
909,천하제일복권명당,2,대전 중구 태평동 377-4번지
910,청솔마트,2,서울 동대문구 용두동 727-4
911,충무로또45국도점,2,충남 아산시 음봉면 동천리 174-46
912,충주복권명당,2,충북 충주시 호암동 553
913,충청복권전문점,2,충남 천안시 서북구 성환읍 성환리 375-9번지
914,캐논종합,2,서울 용산구 한강로3가 1-3번지 나진10동가125호
915,코사마트,2,경기 부천시 오정구 내동 99-2번지
916,코코블루,2,경기 성남시 분당구 서현동 248-5번지 코코프라자지하2호
917,코코주,2,서울 중구 을지로6가 18-71 1층
918,킴스정보,2,제주 제주시 용담이동 2681-35
919,킹마트,2,충남 천안시 서북구 성거읍 저리 144-10
920,탑포인트부평점,2,인천 부평구 부평동 557-1번지1층
921,태극로또전문점,2,경기 이천시 창전동 459
922,태양슈퍼마켓,2,부산 해운대구 반송제2동 888번지 삼한115호
923,태흥복권방,2,경기 의정부시 흥선동 738-34
924,터미널슈퍼,2,충북 청주시 흥덕구 가경동 1451-2번지
925,터미널편의점1층,2,경기 수원시 권선구 권선동 1189 수원복합터미널1301호
926,토큰박스(서문5지구),2,대구 중구 대신동 115-46번지
927,토큰판매점,2,서울 강북구 미아동 60-5번지 가판
928,티켓몰,2,경기 김포시 사우동 251-8번지
929,파워마트 복권나라,2,광주 북구 운암동 252번지 1층 13호 운암주공3단지 후문상가 파워마트 내
930,팡팡복권방,2,서울 은평구 신사동 342-311층
931,패밀리복권방,2,경기 남양주시 호평동 641번지 에이스프라자1층106호
932,팬더복권,2,경북 포항시 남구 오천읍 문덕리 364-5
933,편의점사랑(그린신화점),2,충북 청주시 청원구 내덕동 413-2번지
934,평택로또판매,2,경기 평택시 비전동 624-2
935,평택포승점로또,2,경기 평택시 포승읍 도곡리 1144-24 CU편의점 내
936,포유25다농점,2,경기 오산시 오산동 924-1번지 거성그린프라자114호
937,포유25대호점,2,경기 오산시 궐동 679-3번지
938,프리웨이스토어,2,경기 광주시 장지동 533번지 1층
939,프림,2,경기 평택시 안중읍 용성리 80-1
940,플러스하나,2,전남 순천시 덕월동 1371-2번지 플러스하나
941,필로또복권,2,충남 서산시 석남동 1280-1 1층
942,하나로슈퍼,2,충남 보령시 명천동 389
943,하나복권,2,인천 남동구 만수동 906-2번지 세븐일레븐편의점내
944,하나열쇠,2,부산 남구 용호제2동 495-1번지
945,하단복권,2,부산 사하구 당리동 304-3번지
946,하영,2,인천 서구 연희동 165-10 아파트 상가 102호
947,하이로또복권방,2,경기 안양시 동안구 관양1동 1406-44번지
948,하이퍼,2,서울 영등포구 당산동4가 32-58
949,하프타임 과정로,2,부산 수영구 망미제2동 413-13번지
950,한국종합빌딩(복권),2,인천 남동구 간석동 558-1번지 1층
951,한샘행운복권방,2,경기 양주시 광적면 가납리 732-7번지
952,한성로또복권,2,강원 정선군 고한읍 고한리 57-5번지
953,한솔복권&마트,2,인천 남구 주안동 434-1 1층 1호
954,한양슈퍼복권,2,서울 성북구 보문동5가 148번지
955,한일로또나라,2,경기 수원시 장안구 조원동 896 북수원홈플러스內
956,함안 복권방,2,경남 함안군 가야읍 말산리 423-8 1층
957,합천우리복권방,2,경남 합천군 합천읍 합천리 428-5 1층
958,해뜰날수퍼,2,경기 화성시 기안동 338-3 103호
959,해적책대여점 복권방,2,충북 청주시 서원구 사직동 222-14
960,해피데이24복권,2,경북 고령군 다산면 평리리 253-2번지
961,해피데이복권방,2,경남 의령군 의령읍 중동리 386-17번지
962,해피마트,2,경기 의왕시 삼동 471-67 의왕역로터리앞
963,행복로또,2,광주 동구 학동 876-11번지 행복로또
964,행운 마트,2,인천 남동구 만수동 71-10번지
965,행운대박복권,2,서울 영등포구 영등포동 618-210번지
966,행운로또,2,경기 하남시 미사1동 1108-1 101호
967,행운로또,2,충북 진천군 진천읍 교성리 10-2
968,행운로또,2,서울 강동구 길동 125-5
969,행운로또복권판매점,2,서울 구로구 개봉제1동 124-13
970,행운마트,2,충남 아산시 인주면 공세리 114-18
971,행운마트,2,인천 부평구 십정동 355-18번지
972,행운마트,2,서울 송파구 오금동 85-8번지 1층
973,행운복권,2,서울 관악구 봉천동 1568-8
974,행운복권,2,경북 구미시 신평동 132-7번지
975,행운복권,2,부산 남구 대연제4동 949-8번지
976,행운복권나라,2,전남 광양시 광양읍 덕례리 1726-5
977,행운복권방,2,경기 수원시 권선구 구운동 493-16 103호
978,행운복권방,2,충북 청주시 흥덕구 복대동 15-1번지
979,행운복권방,2,경기 광주시 오포읍 양벌리 650-1
980,행운복권방,2,경기 양평군 용문면 다문리 731-6 1층
981,행운복권방,2,경기 성남시 분당구 구미동 185-1번지 비즈파이코리아103호
982,행운복권방,2,서울 성동구 성수동2가 250-64번지
983,행운복권방,2,서울 은평구 불광동 320-1 상가102호
984,행운복권방,2,서울 은평구 녹번동 180번지
985,행운복권방,2,서울 은평구 응암동 598-18번지 1층 3호
986,행운복권방(감포),2,경북 경주시 감포읍 감포리 367-4
987,행운슈퍼 복권사는날,2,경기 부천시 소사구 송내동 578-5번지
988,행운예감,2,충북 충주시 지현동 326번지 도깨비만두 내
989,행운을주는로또판매점,2,경기 안산시 단원구 초지동 735-4 태영프라자111호
990,행운의명당로-토토,2,충북 청주시 서원구 개신동 443
991,행운의시작복권전문점,2,강원 삼척시 남양동 24-7번지 8통1반
992,현대,2,서울 도봉구 창제2동 674-23
993,현대서점,2,서울 동작구 대방동 502 103동 2호
994,현리행운복권방,2,경기 가평군 조종면 현리 410-25
995,현암꽃플라워,2,대전 동구 삼성동 352-12번지
996,현진식품,2,서울 구로구 고척동 52-346번지
997,현텔레콤,2,전북 전주시 덕진구 인후동1가 928-1
998,혜인상사,2,부산 사하구 괴정동 955-2
999,혹시나도,2,충북 음성군 감곡면 왕장리 521-9번지 복권방
1000,홈돌이로또복권,2,인천 남동구 간석동 616-3번지 삼성홈플러스간석점2층내
1001,홈짱,2,충북 청주시 흥덕구 가경동 1671번지 휴대폰매장내
1002,황금대박방,2,경기 고양시 덕양구 삼송동 30-29번지
1003,황금도끼복권방,2,경기 광주시 오포읍 능평리 166-10
1004,황금로또,2,전남 강진군 강진읍 춘전리 12번지 황금당
1005,후생사제3매장,2,대전 동구 가양동 38-6번지
1006,훼미리로또,2,광주 남구 봉선동 111-4 CU봉선쌍용점 내
1007,훼미리마트 우아대로점,2,전북 전주시 덕진구 우아동2가 866-1번지
1008,훼밀리복권,2,"부산 금정구 부곡제3동 225-55 1층, 복권방"
1009,흥부네박터졌네,2,인천 계양구 계산동 966-1번지
1010,희망을주는사람,2,경기 용인시 처인구 양지면 제일리 474-3번지
1011,힘찬슈퍼 복권방,2,인천 부평구 부평동 134-32번지
1012,로또다 로또,1,충북 청주시 청원구 오창읍 주성리 640 편의점
1013,씨스페이스 로또명당점,1,대전 서구 관저2동 1089
1014,-,1,대구 중구 동성로2가 160-1
1015,-,1,부산 부산진구 부전동 573-1번지대현지하상가 복권판매대제4번 가판
1016,-,1,경기 의정부시 의정부동 175-6번지 농협중앙회 앞 가판
1017,1001안경콘텍트,1,서울 양천구 신월동 523-1번지
1018,100억만들기,1,전북 전주시 덕진구 송천동2가 354-3
1019,101편의방,1,경북 포항시 남구 청림동 3-263번지
1020,114로또복권판매점,1,경기 수원시 영통구 망포동 650-146 1층 104호
1021,1등 드림 편의점,1,부산 북구 금곡동 1114-5
1022,1등 복권,1,인천 부평구 부평동 529-1 1층
1023,1등로또,1,제주 서귀포시 남원읍 남원리 105CU 남제주점 내
1024,1등복권방,1,서울 관악구 신림동 465-26
1025,1등행운로또,1,충남 아산시 방축동 162-25
1026,25시 스토리,1,인천 서구 가정동 525-1번지 거북프라자 104호
1027,25시슈퍼,1,부산 사상구 모라제1동 1339-18번지
1028,25편의점,1,경기 광주시 오포읍 문형리 430-4 25편의점
1029,365복권잔치,1,경기 군포시 당정동 522 sk 벤티움 101동 217호
1030,38복권방,1,전북 전주시 완산구 삼천동1가 606-3
1031,3번출구가판점,1,경기 성남시 수정구 수진동 2965번지
1032,3정승로또복권방,1,광주 북구 두암동 969-6 주공4단지 1층 우리마트
1033,5분미니식품,1,서울 강남구 논현동 213-2
1034,6.2.3복권방,1,충남 아산시 온양6동 249-2 GS25편의점내
1035,88마트,1,전남 보성군 보성읍 보성리 88번지 88마트내
1036,9TO5공항점,1,서울 강서구 공항동 48-27번지
1037,AM&PM,1,경남 김해시 부원동 839-8번지 복권판매점
1038,A복권방,1,대구 달서구 본리동 1199-8번지A할인마트 내
1039,CU(강릉내곡점),1,강원 강릉시 내곡동 471-6번지
1040,CU(강릉터미널점),1,강원 강릉시 홍제동 990-6번지
1041,CU(거제신정점),1,경남 거제시 장평동 1195-3
1042,CU(거제옥포점),1,경남 거제시 옥포동 548-1번지
1043,CU(경대정문점),1,대구 북구 대현동 24-2번지
1044,CU(광주매곡점),1,광주 북구 매곡동 42-5번지
1045,CU(광주서동점),1,광주 남구 서동 13-2
1046,CU(광주우산점),1,광주 광산구 우산동 1573-1번지
1047,CU(구리토평점),1,경기 구리시 토평동 997번지
1048,CU(구미사곡점),1,경북 구미시 사곡동 481-5
1049,CU(구평희망점),1,경북 구미시 구평동 456-1번지
1050,CU(다대사랑점),1,부산 사하구 다대동 35
1051,CU(단계공원점),1,강원 원주시 단계동 853 1층 CU편의점
1052,CU(당산한강점),1,서울 영등포구 당산동4가 29번지
1053,CU(두호점),1,경북 포항시 북구 두호동 1034-13번지
1054,CU(마산메트로6점),1,경남 창원시 마산회원구 양덕동 59-3 1층 CU편의점 내
1055,CU(본리점),1,대구 달서구 본리동 379-2
1056,CU(삼덕보성점),1,대구 중구 삼덕동3가 358-5 1층 CU삼덕보성점
1057,CU(서구가정점),1,인천 서구 경서동 733-14
1058,CU(신길도림점),1,서울 영등포구 신길동 289-6
1059,CU(신당6동점),1,서울 중구 신당동 52-299번지
1060,CU(안양석수점),1,경기 안양시 만안구 석수동 325-13번지
1061,CU(알리앙스점),1,대구 달서구 감삼동 146-31번지
1062,CU(영종BCD몰),1,인천 중구 영종1동 1882-13번지
1063,CU(옥동점),1,울산 남구 옥동 591-1번지
1064,CU(옥산사랑점),1,경북 경산시 옥산동 742-7
1065,CU(원주W-CITY점),1,강원 원주시 단계동 877-11층 CU 시외버스터미널 내
1066,CU(원주무실대로점),1,강원 원주시 무실동 1641-10 1층 CU편의점
1067,CU(일산동문점),1,경기 고양시 일산서구 일산동 957-3번지 현대밀라트2차오피스텔
1068,CU(전주우아점),1,전북 전주시 덕진구 우아동3가 746-20번지
1069,CU(정읍인네점),1,전북 정읍시 시기동 544-21번지
1070,CU(제천고암점),1,충북 제천시 청전동 4-95 1층 CU편의점
1071,CU(좌동중앙점),1,부산 해운대구 좌동 1461-4번지 대하프라자1층 CU좌동중앙점
1072,CU(통영북신에이스점),1,경남 통영시 무전동 1030-7번지
1073,CU(통영항남점),1,경남 통영시 항남동 197-25
1074,CU(포남뷰티점),1,강원 강릉시 포남동 1150번지
1075,CU(포레스트힐점),1,서울 종로구 효제동 65-2 1층 101호 씨유포레스트힐점
1076,CU(포항중앙상가점),1,경북 포항시 북구 신흥동 819-1번지
1077,CU(환호희망점),1,경북 포항시 북구 환호동 510번지
1078,CU고창강호점,1,전북 고창군 고창읍 덕산리 3-2 1층 103호
1079,CU농성로또,1,광주 서구 농성2동 671-3CU편의점내
1080,CU로또,1,대구 북구 산격3동 1413-15번지
1081,CU로또 냉림대박점,1,경북 상주시 냉림동 93-78번지CU냉림주공점
1082,CU로또(구미고아점),1,경북 구미시 고아읍 관심리 668-9번지CU편의점 내
1083,CU마차길점복권방,1,서울 금천구 독산동 330-1 CU독산마차길점 편의점
1084,DC백화점거북점,1,전남 여수시 학동 54 상가 1층 101호
1085,G(금정)마트휴게실,1,전북 군산시 조촌동 752-1번지
1086,GM24(신평점),1,경북 구미시 신평동 96-6번지
